country,Year,obs_value,indicator,sex,GDP per capita (constant 2015 US$),GNI (current US$),"Population, total","Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Birth rate, crude (per 1,000 people)","Inflation, consumer prices (annual %)",Military expenditure (% of GDP)
Tuvalu,2019,79.8,Egg and/or flesh foods consumption (6-23months),Total,4345.996065,72178098.54,10581.0,,64.278,23.619,,
Uganda,2006,28.9,Egg and/or flesh foods consumption (6-23months),Female,650.2705409,9728932904.24,28794003.0,1.1,54.369,45.363,7.310676136,1.503426017
Uganda,2011,34.9,Egg and/or flesh foods consumption (6-23months),Female,816.5163666,27440502305.14,33354543.0,,57.965,42.434,16.56434962,2.5387867
Uganda,2016,40.0,Egg and/or flesh foods consumption (6-23months),Female,874.6483706,28691910472.57,38799152.0,,61.648,38.709,5.706375046,1.043258433
Uganda,2006,30.9,Egg and/or flesh foods consumption (6-23months),Male,650.2705409,9728932904.24,28794003.0,1.1,54.369,45.363,7.310676136,1.503426017
Uganda,2011,35.9,Egg and/or flesh foods consumption (6-23months),Male,816.5163666,27440502305.14,33354543.0,,57.965,42.434,16.56434962,2.5387867
Uganda,2016,41.3,Egg and/or flesh foods consumption (6-23months),Male,874.6483706,28691910472.57,38799152.0,,61.648,38.709,5.706375046,1.043258433
Uganda,2006,29.9,Egg and/or flesh foods consumption (6-23months),Total,650.2705409,9728932904.24,28794003.0,1.1,54.369,45.363,7.310676136,1.503426017
Uganda,2011,35.4,Egg and/or flesh foods consumption (6-23months),Total,816.5163666,27440502305.14,33354543.0,,57.965,42.434,16.56434962,2.5387867
Uganda,2016,40.6,Egg and/or flesh foods consumption (6-23months),Total,874.6483706,28691910472.57,38799152.0,,61.648,38.709,5.706375046,1.043258433
Uganda,2020,30.4,Egg and/or flesh foods consumption (6-23months),Total,917.0350318,36830875672.53,44457152.0,,62.851,37.252,3.313322895,2.73212093
"Tanzania, United Republic of",2010,39.8,Egg and/or flesh foods consumption (6-23months),Female,801.2993164,31435805579.91,44758488.0,0.74,60.105,39.729,6.200155956,0.896024084
"Tanzania, United Republic of",2015,35.0,Egg and/or flesh foods consumption (6-23months),Female,939.1273193,46684218023.58,52020962.0,,64.651,38.741,5.58816953,1.091369867
"Tanzania, United Republic of",2022,42.4,Egg and/or flesh foods consumption (6-23months),Female,1070.585327,74376313109.12,64711821.0,,66.782,35.811,4.350272043,1.136898427
"Tanzania, United Republic of",2010,36.9,Egg and/or flesh foods consumption (6-23months),Male,801.2993164,31435805579.91,44758488.0,0.74,60.105,39.729,6.200155956,0.896024084
"Tanzania, United Republic of",2015,37.2,Egg and/or flesh foods consumption (6-23months),Male,939.1273193,46684218023.58,52020962.0,,64.651,38.741,5.58816953,1.091369867
"Tanzania, United Republic of",2022,45.5,Egg and/or flesh foods consumption (6-23months),Male,1070.585327,74376313109.12,64711821.0,,66.782,35.811,4.350272043,1.136898427
"Tanzania, United Republic of",2010,38.4,Egg and/or flesh foods consumption (6-23months),Total,801.2993164,31435805579.91,44758488.0,0.74,60.105,39.729,6.200155956,0.896024084
"Tanzania, United Republic of",2015,36.1,Egg and/or flesh foods consumption (6-23months),Total,939.1273193,46684218023.58,52020962.0,,64.651,38.741,5.58816953,1.091369867
"Tanzania, United Republic of",2022,44.0,Egg and/or flesh foods consumption (6-23months),Total,1070.585327,74376313109.12,64711821.0,,66.782,35.811,4.350272043,1.136898427
Uruguay,2018,73.0,Egg and/or flesh foods consumption (6-23months),Female,17608.94413,61677734383.87,3394534.0,2.49,77.611,11.605,7.606533604,1.971272047
Uruguay,2018,74.7,Egg and/or flesh foods consumption (6-23months),Male,17608.94413,61677734383.87,3394534.0,2.49,77.611,11.605,7.606533604,1.971272047
Uruguay,2018,73.9,Egg and/or flesh foods consumption (6-23months),Total,17608.94413,61677734383.87,3394534.0,2.49,77.611,11.605,7.606533604,1.971272047
Uzbekistan,2017,41.7,Egg and/or flesh foods consumption (6-23months),Female,2995.767614,70916116486.52,31819178.0,4.25,71.01,22.1,13.87574254,
Uzbekistan,2021,60.5,Egg and/or flesh foods consumption (6-23months),Female,3442.724845,77697421134.94,34243696.0,4.86,70.862,25.9,10.84923975,
Uzbekistan,2017,44.4,Egg and/or flesh foods consumption (6-23months),Male,2995.767614,70916116486.52,31819178.0,4.25,71.01,22.1,13.87574254,
Uzbekistan,2021,61.4,Egg and/or flesh foods consumption (6-23months),Male,3442.724845,77697421134.94,34243696.0,4.86,70.862,25.9,10.84923975,
Uzbekistan,2017,43.1,Egg and/or flesh foods consumption (6-23months),Total,2995.767614,70916116486.52,31819178.0,4.25,71.01,22.1,13.87574254,
Uzbekistan,2021,61.0,Egg and/or flesh foods consumption (6-23months),Total,3442.724845,77697421134.94,34243696.0,4.86,70.862,25.9,10.84923975,
Vietnam,2014,90.1,Egg and/or flesh foods consumption (6-23months),Female,2439.286557,224605804804.24,91679578.0,2.43,73.855,16.981,4.084554466,1.822957718
Vietnam,2020,83.0,Egg and/or flesh foods consumption (6-23months),Female,3303.169498,331798335389.68,98079191.0,,75.378,15.4,3.220934367,
Vietnam,2014,89.3,Egg and/or flesh foods consumption (6-23months),Male,2439.286557,224605804804.24,91679578.0,2.43,73.855,16.981,4.084554466,1.822957718
Vietnam,2020,82.2,Egg and/or flesh foods consumption (6-23months),Male,3303.169498,331798335389.68,98079191.0,,75.378,15.4,3.220934367,
Vietnam,2014,89.7,Egg and/or flesh foods consumption (6-23months),Total,2439.286557,224605804804.24,91679578.0,2.43,73.855,16.981,4.084554466,1.822957718
Vietnam,2020,82.6,Egg and/or flesh foods consumption (6-23months),Total,3303.169498,331798335389.68,98079191.0,,75.378,15.4,3.220934367,
Yemen,2013,34.6,Egg and/or flesh foods consumption (6-23months),Female,2014.72888,38599633436.18,29312952.0,0.6,67.545,34.794,10.96844215,4.079527404
Yemen,2013,34.8,Egg and/or flesh foods consumption (6-23months),Male,2014.72888,38599633436.18,29312952.0,0.6,67.545,34.794,10.96844215,4.079527404
Yemen,2013,34.7,Egg and/or flesh foods consumption (6-23months),Total,2014.72888,38599633436.18,29312952.0,0.6,67.545,34.794,10.96844215,4.079527404
Zambia,2007,62.8,Egg and/or flesh foods consumption (6-23months),Female,1013.085674,12512434228.61,12565085.0,,52.739,43.484,10.6573496,2.063706992
Zambia,2013,47.2,Egg and/or flesh foods consumption (6-23months),Female,1280.770122,26888392774.43,15398997.0,,59.878,39.507,6.977676055,1.434429086
Zambia,2018,53.3,Egg and/or flesh foods consumption (6-23months),Female,1321.250457,25904703273.46,17973569.0,,62.342,36.04,7.494571927,1.437498751
Zambia,2007,62.2,Egg and/or flesh foods consumption (6-23months),Male,1013.085674,12512434228.61,12565085.0,,52.739,43.484,10.6573496,2.063706992
Zambia,2013,50.8,Egg and/or flesh foods consumption (6-23months),Male,1280.770122,26888392774.43,15398997.0,,59.878,39.507,6.977676055,1.434429086
Zambia,2018,54.1,Egg and/or flesh foods consumption (6-23months),Male,1321.250457,25904703273.46,17973569.0,,62.342,36.04,7.494571927,1.437498751
Zambia,2007,62.5,Egg and/or flesh foods consumption (6-23months),Total,1013.085674,12512434228.61,12565085.0,,52.739,43.484,10.6573496,2.063706992
Zambia,2013,49.0,Egg and/or flesh foods consumption (6-23months),Total,1280.770122,26888392774.43,15398997.0,,59.878,39.507,6.977676055,1.434429086
Zambia,2018,53.7,Egg and/or flesh foods consumption (6-23months),Total,1321.250457,25904703273.46,17973569.0,,62.342,36.04,7.494571927,1.437498751
Zimbabwe,2005,38.4,Egg and/or flesh foods consumption (6-23months),Female,1082.841899,3986470800.0,12483432.0,,44.768,34.947,,1.452575724
Zimbabwe,2010,39.5,Egg and/or flesh foods consumption (6-23months),Female,1054.397915,11074562500.0,13356548.0,1.85,50.652,37.056,3.022670025,0.816251453
Zimbabwe,2014,40.8,Egg and/or flesh foods consumption (6-23months),Female,1377.25456,17300432200.0,14207359.0,2.0,58.846,35.122,-0.19778481,1.887789117
Zimbabwe,2015,46.2,Egg and/or flesh foods consumption (6-23months),Female,1386.422847,17604879500.0,14399013.0,,59.591,33.96,-2.430968424,1.886308779
Zimbabwe,2019,39.3,Egg and/or flesh foods consumption (6-23months),Female,1350.309851,25261574788.76,15271368.0,,61.292,31.518,255.3049908,0.729567173
Zimbabwe,2005,37.4,Egg and/or flesh foods consumption (6-23months),Male,1082.841899,3986470800.0,12483432.0,,44.768,34.947,,1.452575724
Zimbabwe,2010,38.0,Egg and/or flesh foods consumption (6-23months),Male,1054.397915,11074562500.0,13356548.0,1.85,50.652,37.056,3.022670025,0.816251453
Zimbabwe,2014,41.4,Egg and/or flesh foods consumption (6-23months),Male,1377.25456,17300432200.0,14207359.0,2.0,58.846,35.122,-0.19778481,1.887789117
Zimbabwe,2015,50.5,Egg and/or flesh foods consumption (6-23months),Male,1386.422847,17604879500.0,14399013.0,,59.591,33.96,-2.430968424,1.886308779
Zimbabwe,2019,39.7,Egg and/or flesh foods consumption (6-23months),Male,1350.309851,25261574788.76,15271368.0,,61.292,31.518,255.3049908,0.729567173
Zimbabwe,2005,37.8,Egg and/or flesh foods consumption (6-23months),Total,1082.841899,3986470800.0,12483432.0,,44.768,34.947,,1.452575724
Zimbabwe,2010,38.8,Egg and/or flesh foods consumption (6-23months),Total,1054.397915,11074562500.0,13356548.0,1.85,50.652,37.056,3.022670025,0.816251453
Zimbabwe,2014,41.1,Egg and/or flesh foods consumption (6-23months),Total,1377.25456,17300432200.0,14207359.0,2.0,58.846,35.122,-0.19778481,1.887789117
Zimbabwe,2015,48.3,Egg and/or flesh foods consumption (6-23months),Total,1386.422847,17604879500.0,14399013.0,,59.591,33.96,-2.430968424,1.886308779
Zimbabwe,2019,39.5,Egg and/or flesh foods consumption (6-23months),Total,1350.309851,25261574788.76,15271368.0,,61.292,31.518,255.3049908,0.729567173
